batter,date,venue,bowling_team,recent_form,venue_performance,opponent_performance,overall_average,future_runs
SK Raina,2010-04-18,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,42.8,31.5,35.73913043478261,27.68,2.0
KC Sangakkara,2010-04-18,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,36.6,42.5,16.375,24.808823529411764,0.0
A Mishra,2010-04-18,Feroz Shah Kotla,Deccan Chargers,6.0,7.0,1.5,6.927272727272728,2.0
S Badrinath,2010-04-18,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,24.6,53.0,30.625,22.16923076923077,37.0
M Vijay,2010-04-18,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,23.4,11.5,23.428571428571427,24.942857142857143,15.0
G Gambhir,2010-04-18,Feroz Shah Kotla,Deccan Chargers,30.2,37.111111111111114,25.0,27.927152317880793,1.0
SE Marsh,2010-04-18,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,34.0,47.714285714285715,42.285714285714285,36.072463768115945,1.0
MR Marsh,2010-04-18,Feroz Shah Kotla,Delhi Daredevils,18.47222222222222,13.0,13.0,18.47222222222222,11.0
R Sharma,2010-04-18,Feroz Shah Kotla,Delhi Daredevils,3.473684210526316,14.0,14.0,3.473684210526316,0.0
DPMD Jayawardene,2010-04-18,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,45.4,40.25,19.5,23.17948717948718,18.0
RG Sharma,2010-04-18,Feroz Shah Kotla,Delhi Daredevils,28.8,30.11111111111111,30.47826086956522,26.41434262948207,2.0
B Sumanth,2010-04-18,Feroz Shah Kotla,Delhi Daredevils,8.75,7.0,7.0,8.75,16.0
MD Mishra,2010-04-18,Feroz Shah Kotla,Delhi Daredevils,23.2,25.0,11.0,13.941176470588236,2.0
DA Warner,2010-04-18,Feroz Shah Kotla,Deccan Chargers,8.4,25.884615384615383,37.666666666666664,35.69021739130435,1.0
TL Suman,2010-04-18,Feroz Shah Kotla,Delhi Daredevils,36.2,5.0,16.8,17.333333333333332,4.0
AC Gilchrist,2010-04-18,Feroz Shah Kotla,Delhi Daredevils,11.6,18.0,26.75,25.8625,15.0
V Sehwag,2010-04-18,Feroz Shah Kotla,Deccan Chargers,19.2,28.272727272727273,28.818181818181817,26.23076923076923,19.0
MS Dhoni,2010-04-18,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,18.4,30.0,28.333333333333332,22.99561403508772,30.0
IK Pathan,2010-04-18,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,19.2,10.8,20.6,14.024390243902438,0.0
JP Duminy,2010-04-19,Eden Gardens,Kolkata Knight Riders,29.6,16.666666666666668,24.6,27.053333333333335,3.0
SC Ganguly,2010-04-19,Eden Gardens,Mumbai Indians,43.2,35.46666666666667,18.125,24.089285714285715,32.0
R Sathish,2010-04-19,Eden Gardens,Kolkata Knight Riders,10.6,11.0,16.0,11.25,0.0
AT Rayudu,2010-04-19,Eden Gardens,Kolkata Knight Riders,26.0,23.6,21.285714285714285,23.502702702702702,40.0
DJ Bravo,2010-04-19,Eden Gardens,Kolkata Knight Riders,8.0,20.142857142857142,16.444444444444443,14.181818181818182,5.0
AP Tare,2010-04-19,Eden Gardens,Kolkata Knight Riders,12.555555555555555,10.75,8.5,12.555555555555555,59.0
BB McCullum,2010-04-19,Eden Gardens,Mumbai Indians,22.8,26.266666666666666,29.6875,26.440366972477065,45.0
STR Binny,2010-04-19,Eden Gardens,Kolkata Knight Riders,13.333333333333334,8.285714285714286,7.2,13.333333333333334,30.0
R McLaren,2010-04-19,Eden Gardens,Kolkata Knight Riders,10.8,0.0,0.0,12.23076923076923,51.0
S Dhawan,2010-04-19,Eden Gardens,Kolkata Knight Riders,18.4,28.0,29.258064516129032,30.6289592760181,12.0
DJ Hussey,2010-04-19,Eden Gardens,Mumbai Indians,18.2,20.384615384615383,22.555555555555557,21.672131147540984,20.0
SS Tiwary,2010-04-19,Eden Gardens,Kolkata Knight Riders,23.4,30.8,19.5,20.465753424657535,52.0
V Kohli,2010-04-21,Dr DY Patil Sports Academy,Mumbai Indians,24.2,9.0,26.875,32.84426229508197,23.0
JP Duminy,2010-04-21,Dr DY Patil Sports Academy,Royal Challengers Bangalore,23.2,10.666666666666666,35.5,27.053333333333335,6.0
KP Pietersen,2010-04-21,Dr DY Patil Sports Academy,Mumbai Indians,36.8,24.0,27.142857142857142,27.805555555555557,29.0
AM Nayar,2010-04-21,Dr DY Patil Sports Academy,Royal Challengers Bangalore,20.6,18.166666666666668,11.875,13.44,27.0
LRPL Taylor,2010-04-21,Dr DY Patil Sports Academy,Mumbai Indians,13.0,31.0,15.25,18.833333333333332,21.0
DW Steyn,2010-04-21,Dr DY Patil Sports Academy,Mumbai Indians,2.6,5.0,4.714285714285714,5.0606060606060606,7.0
JH Kallis,2010-04-21,Dr DY Patil Sports Academy,Mumbai Indians,12.0,15.0,36.53846153846154,25.54736842105263,19.0
KA Pollard,2010-04-21,Dr DY Patil Sports Academy,Royal Challengers Bangalore,28.2,22.25,23.166666666666668,20.458333333333332,27.0
MK Pandey,2010-04-21,Dr DY Patil Sports Academy,Mumbai Indians,7.2,22.6,32.416666666666664,24.424050632911392,12.0
P Kumar,2010-04-21,Dr DY Patil Sports Academy,Mumbai Indians,3.6,2.0,4.555555555555555,5.964912280701754,3.0
AT Rayudu,2010-04-21,Dr DY Patil Sports Academy,Royal Challengers Bangalore,27.4,23.5,30.333333333333332,23.502702702702702,21.0
S Dhawan,2010-04-21,Dr DY Patil Sports Academy,Royal Challengers Bangalore,10.8,9.8,28.291666666666668,30.6289592760181,0.0
R Dravid,2010-04-21,Dr DY Patil Sports Academy,Mumbai Indians,29.0,29.0,17.727272727272727,26.51219512195122,35.0
RV Uthappa,2010-04-21,Dr DY Patil Sports Academy,Mumbai Indians,28.0,20.545454545454547,22.76923076923077,25.14720812182741,22.0
R Vinay Kumar,2010-04-21,Dr DY Patil Sports Academy,Mumbai Indians,5.4,4.5,12.5,7.380952380952381,1.0
SR Tendulkar,2010-04-21,Dr DY Patil Sports Academy,Royal Challengers Bangalore,35.2,34.0,22.416666666666668,29.923076923076923,48.0
SS Tiwary,2010-04-21,Dr DY Patil Sports Academy,Royal Challengers Bangalore,31.0,16.25,29.4,20.465753424657535,0.0
RJ Harris,2010-04-22,Dr DY Patil Sports Academy,Chennai Super Kings,10.2,9.0,5.333333333333333,5.571428571428571,3.0
ML Hayden,2010-04-22,Dr DY Patil Sports Academy,Deccan Chargers,6.6,12.5,27.2,34.59375,17.0
MD Mishra,2010-04-22,Dr DY Patil Sports Academy,Chennai Super Kings,21.8,10.166666666666666,8.5,13.941176470588236,0.0
M Vijay,2010-04-22,Dr DY Patil Sports Academy,Deccan Chargers,23.6,24.0,13.0,24.942857142857143,26.0
A Symonds,2010-04-22,Dr DY Patil Sports Academy,Chennai Super Kings,25.4,6.8,32.75,27.055555555555557,2.0
AC Gilchrist,2010-04-22,Dr DY Patil Sports Academy,Chennai Super Kings,8.2,30.5,25.5,25.8625,4.0
SK Raina,2010-04-22,Dr DY Patil Sports Academy,Deccan Chargers,38.6,34.0,31.0,27.68,57.0
RG Sharma,2010-04-22,Dr DY Patil Sports Academy,Chennai Super Kings,28.0,14.4,26.352941176470587,26.41434262948207,0.0
HH Gibbs,2010-04-22,Dr DY Patil Sports Academy,Chennai Super Kings,24.8,21.333333333333332,25.0,24.61111111111111,66.0
S Anirudha,2010-04-22,Dr DY Patil Sports Academy,Deccan Chargers,11.333333333333334,15.0,9.333333333333334,11.333333333333334,6.0
TL Suman,2010-04-22,Dr DY Patil Sports Academy,Chennai Super Kings,21.4,15.5,17.2,17.333333333333332,36.0
PP Ojha,2010-04-22,Dr DY Patil Sports Academy,Chennai Super Kings,0.8,0.5,0.6666666666666666,0.8421052631578947,0.0
S Badrinath,2010-04-22,Dr DY Patil Sports Academy,Deccan Chargers,31.2,30.0,10.875,22.16923076923077,14.0
RP Singh,2010-04-22,Dr DY Patil Sports Academy,Chennai Super Kings,1.8,0.3333333333333333,2.8,1.8571428571428572,0.0
Harmeet Singh,2010-04-22,Dr DY Patil Sports Academy,Chennai Super Kings,4.5,0.0,0.0,4.5,1.0
MS Dhoni,2010-04-22,Dr DY Patil Sports Academy,Deccan Chargers,24.4,27.0,28.1,22.99561403508772,22.0
R Ashwin,2010-04-22,Dr DY Patil Sports Academy,Deccan Chargers,6.0,6.0,3.6666666666666665,8.98876404494382,0.0
JA Morkel,2010-04-22,Dr DY Patil Sports Academy,Deccan Chargers,16.4,11.666666666666666,15.333333333333334,14.552238805970148,15.0
R Sharma,2010-04-24,Dr DY Patil Sports Academy,Royal Challengers Bangalore,3.473684210526316,3.3333333333333335,0.0,3.473684210526316,10.0
MD Mishra,2010-04-24,Dr DY Patil Sports Academy,Royal Challengers Bangalore,17.6,10.166666666666666,13.5,13.941176470588236,37.0
RG Sharma,2010-04-24,Dr DY Patil Sports Academy,Royal Challengers Bangalore,26.4,14.4,25.580645161290324,26.41434262948207,27.0
R Dravid,2010-04-24,Dr DY Patil Sports Academy,Deccan Chargers,25.6,29.0,30.818181818181817,26.51219512195122,28.0
JH Kallis,2010-04-24,Dr DY Patil Sports Academy,Deccan Chargers,14.2,15.0,26.545454545454547,25.54736842105263,54.0
DR Smith,2010-04-24,Dr DY Patil Sports Academy,Royal Challengers Bangalore,14.0,5.0,21.153846153846153,27.102272727272727,24.0
PP Ojha,2010-04-24,Dr DY Patil Sports Academy,Royal Challengers Bangalore,0.6,0.5,0.5,0.8421052631578947,0.0
RJ Harris,2010-04-24,Dr DY Patil Sports Academy,Royal Challengers Bangalore,9.0,9.0,9.2,5.571428571428571,1.0
Y Venugopal Rao,2010-04-24,Dr DY Patil Sports Academy,Royal Challengers Bangalore,6.8,20.666666666666668,18.125,18.942307692307693,26.0
AC Gilchrist,2010-04-24,Dr DY Patil Sports Academy,Royal Challengers Bangalore,7.6,30.5,33.54545454545455,25.8625,1.0
KP Pietersen,2010-04-24,Dr DY Patil Sports Academy,Deccan Chargers,29.4,24.0,47.666666666666664,27.805555555555557,43.0
A Symonds,2010-04-24,Dr DY Patil Sports Academy,Royal Challengers Bangalore,20.4,6.8,25.0,27.055555555555557,16.0
SL Malinga,2010-04-25,Dr DY Patil Sports Academy,Chennai Super Kings,4.4,1.0,3.6,4.4,1.0
MS Dhoni,2010-04-25,Dr DY Patil Sports Academy,Mumbai Indians,22.6,27.0,21.333333333333332,22.99561403508772,29.0
Z Khan,2010-04-25,Dr DY Patil Sports Academy,Chennai Super Kings,6.0,1.0,7.8,4.333333333333333,0.0
AT Rayudu,2010-04-25,Dr DY Patil Sports Academy,Chennai Super Kings,31.6,23.5,18.823529411764707,23.502702702702702,14.0
Harbhajan Singh,2010-04-25,Dr DY Patil Sports Academy,Chennai Super Kings,18.6,19.666666666666668,10.6875,9.465909090909092,10.0
SS Tiwary,2010-04-25,Dr DY Patil Sports Academy,Chennai Super Kings,30.2,16.25,19.4,20.465753424657535,26.0
S Badrinath,2010-04-25,Dr DY Patil Sports Academy,Mumbai Indians,28.0,30.0,22.928571428571427,22.16923076923077,66.0
SR Tendulkar,2010-04-25,Dr DY Patil Sports Academy,Chennai Super Kings,39.0,34.0,30.666666666666668,29.923076923076923,46.0
S Anirudha,2010-04-25,Dr DY Patil Sports Academy,Mumbai Indians,11.333333333333334,15.0,7.5,11.333333333333334,64.0
SK Raina,2010-04-25,Dr DY Patil Sports Academy,Mumbai Indians,39.6,34.0,24.235294117647058,27.68,33.0
AM Nayar,2010-04-25,Dr DY Patil Sports Academy,Chennai Super Kings,19.0,18.166666666666668,18.375,13.44,12.0
JP Duminy,2010-04-25,Dr DY Patil Sports Academy,Chennai Super Kings,18.2,10.666666666666666,18.5,27.053333333333335,14.0
KA Pollard,2010-04-25,Dr DY Patil Sports Academy,Chennai Super Kings,30.0,22.25,25.347826086956523,20.458333333333332,0.0
JA Morkel,2010-04-25,Dr DY Patil Sports Academy,Mumbai Indians,19.2,11.666666666666666,6.5,14.552238805970148,15.0
M Vijay,2010-04-25,Dr DY Patil Sports Academy,Mumbai Indians,24.2,24.0,21.68421052631579,24.942857142857143,4.0
S Dhawan,2010-04-25,Dr DY Patil Sports Academy,Chennai Super Kings,8.0,9.8,36.44827586206897,30.6289592760181,24.0
Iqbal Abdulla,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,6.769230769230769,1.0,1.0,6.769230769230769,12.0
G Gambhir,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,21.0,26.714285714285715,26.8125,27.927152317880793,29.0
MS Bisla,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,20.8,53.75,46.4,20.46153846153846,19.0
JA Morkel,2011-04-08,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,9.8,19.48,15.142857142857142,14.552238805970148,9.0
MK Tiwary,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,23.0,19.0,14.416666666666666,20.42168674698795,30.0
EJG Morgan,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,8.2,19.0,10.818181818181818,19.0,10.0
YK Pathan,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,12.2,7.142857142857143,18.157894736842106,21.058823529411764,22.0
S Anirudha,2011-04-08,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,11.333333333333334,15.0,33.5,11.333333333333334,0.0
MS Dhoni,2011-04-08,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,27.0,26.627906976744185,19.857142857142858,22.99561403508772,43.0
R Bhatia,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,5.6,0.0,6.875,7.276595744680851,10.0
JH Kallis,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,19.6,37.5,22.857142857142858,25.54736842105263,53.0
SK Raina,2011-04-08,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,30.6,28.304347826086957,36.04347826086956,27.68,0.0
LR Shukla,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,20.8,19.0,13.11111111111111,12.272727272727273,26.0
M Vijay,2011-04-08,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,15.0,30.857142857142858,19.692307692307693,24.942857142857143,74.0
TM Dilshan,2011-04-09,Nehru Stadium,Kochi Tuskers Kerala,9.0,1.0,26.5,23.06,59.0
AB de Villiers,2011-04-09,Nehru Stadium,Kochi Tuskers Kerala,26.4,54.0,54.0,30.476470588235294,38.0
RA Jadeja,2011-04-09,Nehru Stadium,Royal Challengers Bangalore,24.4,20.2,12.652173913043478,16.43888888888889,47.0
AUK Pathan,2011-04-09,Nehru Stadium,Kochi Tuskers Kerala,5.571428571428571,12.0,12.0,5.571428571428571,0.0
RV Gomez,2011-04-09,Nehru Stadium,Royal Challengers Bangalore,5.555555555555555,0.3333333333333333,3.5,5.555555555555555,26.0
LRPL Taylor,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,14.4,20.0,10.666666666666666,18.833333333333332,18.0
MA Agarwal,2011-04-09,Nehru Stadium,Kochi Tuskers Kerala,22.05785123966942,33.0,33.0,22.05785123966942,0.0
SS Tiwary,2011-04-09,Nehru Stadium,Kochi Tuskers Kerala,32.4,26.0,26.0,20.465753424657535,16.0
S Dhawan,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,9.6,29.256410256410255,28.291666666666668,30.6289592760181,7.0
IR Jaggi,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,10.857142857142858,25.0,25.0,10.857142857142858,3.0
DPMD Jayawardene,2011-04-09,Nehru Stadium,Royal Challengers Bangalore,40.2,22.2,15.555555555555555,23.17948717948718,2.0
DB Ravi Teja,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,15.2,18.09090909090909,13.666666666666666,15.0,14.0
KC Sangakkara,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,34.8,15.625,22.125,24.808823529411764,16.0
JP Duminy,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,16.8,31.25,30.88888888888889,27.053333333333335,6.0
R Dravid,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,21.4,30.75,30.818181818181817,26.51219512195122,38.0
AG Paunikar,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,9.8,20.0,20.0,9.8,5.0
V Kohli,2011-04-09,Nehru Stadium,Kochi Tuskers Kerala,17.2,23.0,25.0,32.84426229508197,12.0
BB McCullum,2011-04-09,Nehru Stadium,Royal Challengers Bangalore,30.6,20.0,37.93333333333333,26.440366972477065,0.0
BJ Hodge,2011-04-09,Nehru Stadium,Royal Challengers Bangalore,25.2,21.6,18.333333333333332,22.22222222222222,39.0
A Mishra,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,6.4,7.142857142857143,4.285714285714286,6.927272727272728,12.0
DW Steyn,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,4.0,6.666666666666667,7.6,5.0606060606060606,13.0
I Sharma,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,2.8,1.3333333333333333,1.25,2.7142857142857144,1.0
B Chipli,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,13.333333333333334,16.857142857142858,6.0,13.333333333333334,48.0
VVS Laxman,2011-04-09,Nehru Stadium,Royal Challengers Bangalore,13.2,36.0,31.0,14.1,0.0
DT Christian,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,11.21951219512195,13.666666666666666,27.5,11.21951219512195,25.0
PA Patel,2011-04-09,Nehru Stadium,Royal Challengers Bangalore,14.6,11.4,13.125,20.941176470588236,21.0
J Botha,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,14.607142857142858,23.666666666666668,28.0,14.607142857142858,39.0
IK Pathan,2011-04-10,Feroz Shah Kotla,Mumbai Indians,14.4,10.722222222222221,7.583333333333333,14.024390243902438,9.0
Sunny Singh,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,8.6,12.0,12.0,8.6,20.0
UBT Chand,2011-04-10,Feroz Shah Kotla,Mumbai Indians,15.0,19.2,0.6666666666666666,15.0,2.0
RE van der Merwe,2011-04-10,Feroz Shah Kotla,Mumbai Indians,13.2,6.0,5.5,10.6,2.0
RV Uthappa,2011-04-10,Dr DY Patil Sports Academy,Kings XI Punjab,22.4,20.545454545454547,27.0,25.14720812182741,31.0
M Morkel,2011-04-10,Feroz Shah Kotla,Mumbai Indians,6.3,5.142857142857143,11.0,6.3,8.0
UT Yadav,2011-04-10,Feroz Shah Kotla,Mumbai Indians,4.333333333333333,2.0,2.25,4.333333333333333,1.0
RG Sharma,2011-04-10,Feroz Shah Kotla,Delhi Daredevils,21.6,30.11111111111111,30.47826086956522,26.41434262948207,20.0
AC Gilchrist,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,7.8,30.5,8.333333333333334,25.8625,19.0
Y Venugopal Rao,2011-04-10,Feroz Shah Kotla,Mumbai Indians,12.0,23.5,27.333333333333332,18.942307692307693,60.0
PP Chawla,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,12.6,15.0,17.333333333333332,7.255813953488372,4.0
SR Tendulkar,2011-04-10,Feroz Shah Kotla,Delhi Daredevils,30.4,37.6,29.4,29.923076923076923,55.0
SE Marsh,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,29.6,1.0,32.333333333333336,36.072463768115945,12.0
P Kumar,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,1.8,2.0,2.3333333333333335,5.964912280701754,2.0
AJ Finch,2011-04-10,Feroz Shah Kotla,Mumbai Indians,23.244444444444444,15.333333333333334,26.8,23.244444444444444,11.0
JD Ryder,2011-04-10,Dr DY Patil Sports Academy,Kings XI Punjab,17.4,20.857142857142858,15.833333333333334,20.82758620689655,17.0
DA Warner,2011-04-10,Feroz Shah Kotla,Mumbai Indians,8.6,25.884615384615383,33.04545454545455,35.69021739130435,54.0
KD Karthik,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,8.4,14.0,23.0,20.78540772532189,21.0
DJ Jacobs,2011-04-10,Feroz Shah Kotla,Delhi Daredevils,13.142857142857142,1.0,0.5,13.142857142857142,22.0
AB Dinda,2011-04-10,Feroz Shah Kotla,Mumbai Indians,0.6,0.0,0.75,1.625,2.0
AT Rayudu,2011-04-10,Feroz Shah Kotla,Delhi Daredevils,29.6,26.0,27.9375,23.502702702702702,63.0
PC Valthaty,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,21.956521739130434,6.0,7.5,21.956521739130434,120.0
V Sehwag,2011-04-10,Feroz Shah Kotla,Mumbai Indians,10.2,28.272727272727273,30.785714285714285,26.23076923076923,4.0
R McLaren,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,18.4,32.0,51.0,12.23076923076923,2.0
M Manhas,2011-04-10,Dr DY Patil Sports Academy,Kings XI Punjab,23.4,11.166666666666666,26.166666666666668,13.526315789473685,12.0
AM Nayar,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,14.8,18.166666666666668,18.0,13.44,0.0
GC Smith,2011-04-10,Dr DY Patil Sports Academy,Kings XI Punjab,12.6,9.4,26.333333333333332,25.482758620689655,24.0
NV Ojha,2011-04-10,Feroz Shah Kotla,Mumbai Indians,19.6,11.8,8.0,16.53191489361702,0.0
Yuvraj Singh,2011-04-10,Dr DY Patil Sports Academy,Kings XI Punjab,15.6,32.0,25.7,21.857142857142858,8.0
DW Steyn,2011-04-11,Eden Gardens,Kolkata Knight Riders,5.0,7.0,5.5,5.0606060606060606,1.0
DB Ravi Teja,2011-04-11,Eden Gardens,Kolkata Knight Riders,17.2,12.0,16.0,15.0,10.0
MS Bisla,2011-04-11,Eden Gardens,Deccan Chargers,22.4,21.0,9.666666666666666,20.46153846153846,1.0
JP Duminy,2011-04-11,Eden Gardens,Kolkata Knight Riders,9.6,16.666666666666668,24.6,27.053333333333335,22.0
DT Christian,2011-04-11,Eden Gardens,Kolkata Knight Riders,11.21951219512195,17.0,12.0,11.21951219512195,0.0
MK Tiwary,2011-04-11,Eden Gardens,Deccan Chargers,22.0,21.458333333333332,17.0,20.42168674698795,30.0
I Sharma,2011-04-11,Eden Gardens,Kolkata Knight Riders,2.8,2.25,1.0,2.7142857142857144,1.0
B Chipli,2011-04-11,Eden Gardens,Kolkata Knight Riders,14.8,48.0,30.0,13.333333333333334,61.0
S Dhawan,2011-04-11,Eden Gardens,Kolkata Knight Riders,10.6,28.0,29.258064516129032,30.6289592760181,11.0
IR Jaggi,2011-04-11,Eden Gardens,Kolkata Knight Riders,10.857142857142858,3.0,3.0,10.857142857142858,3.0
KC Sangakkara,2011-04-11,Eden Gardens,Kolkata Knight Riders,26.8,30.0,21.6,24.808823529411764,36.0
YK Pathan,2011-04-11,Eden Gardens,Deccan Chargers,12.4,21.0,34.666666666666664,21.058823529411764,8.0
JH Kallis,2011-04-11,Eden Gardens,Deccan Chargers,30.2,28.85,26.545454545454547,25.54736842105263,80.0
A Mishra,2011-04-11,Eden Gardens,Kolkata Knight Riders,8.0,10.2,7.75,6.927272727272728,0.0
G Gambhir,2011-04-11,Eden Gardens,Deccan Chargers,21.6,29.93617021276596,25.0,27.927152317880793,75.0
R Dravid,2011-04-12,Sawai Mansingh Stadium,Delhi Daredevils,28.0,30.625,35.3,26.51219512195122,35.0
DJ Jacobs,2011-04-12,M Chinnaswamy Stadium,Royal Challengers Bangalore,13.142857142857142,22.0,22.0,13.142857142857142,12.0
AG Paunikar,2011-04-12,Sawai Mansingh Stadium,Delhi Daredevils,9.8,4.666666666666667,5.0,9.8,9.0
